Date,Total Stockholder Equity,Debt To Equity Ratio,Adjusted Debt To Equity Ratio,Current Ratio,Total Assets,Total Current Assets,Cash And Cash Equivalents,Cash,Short Term Investments,Net Receivables,Inventory,Other Current Assets,Total Non Current Assets,Property Plant Equipment,Long Term Investments,Goodwill,Intangible Assets,Other Assets,Total Liabilities,Total Current Liabilities,Accounts Payable,Other Current Liabilities,Total Non Current Liabilities,Long Term Debt,Deferred Long Term Asset Charges,Other Liabilities,Net Tangible Assets,Retained Earnings,Gains Losses Not Affecting Retained Earnings,Other Stockholder Equity,Common Stock,Short Long Term Debt
2021-12-31,124879000000.0,0.3291826488040423,0.38897825552128085,3.154293825408091,165987000000.0,66666000000.0,47998000000.0,16601000000.0,31397000000.0,14039000000.0,,149000000.0,99321000000.0,69964000000.0,6775000000.0,19197000000.0,634000000.0,2751000000.0,41108000000.0,21135000000.0,4083000000.0,12698000000.0,19973000000.0,,,6721000000.0,105048000000.0,69761000000.0,-693000000.0,-693000000.0,,
2020-12-31,128290000000.0,0.24184270013251227,0.28401684364701574,5.051064681930446,159316000000.0,75670000000.0,61954000000.0,17576000000.0,44378000000.0,11335000000.0,,241000000.0,83646000000.0,54981000000.0,6234000000.0,19050000000.0,623000000.0,2758000000.0,31026000000.0,14981000000.0,1331000000.0,10018000000.0,16045000000.0,,,6414000000.0,108617000000.0,77345000000.0,927000000.0,927000000.0,,
2019-12-31,101054000000.0,0.3198487937142518,0.39254788131990914,4.399455258088088,133376000000.0,66225000000.0,54855000000.0,19079000000.0,35776000000.0,9518000000.0,,8000000.0,67151000000.0,44783000000.0,86000000.0,18715000000.0,894000000.0,2673000000.0,32322000000.0,15053000000.0,1363000000.0,11186000000.0,17269000000.0,,,7745000000.0,81445000000.0,55692000000.0,-489000000.0,-489000000.0,,
2018-12-31,84127000000.0,0.15698883830399277,0.20063500744386717,7.193957531708707,97334000000.0,50480000000.0,41114000000.0,10019000000.0,31095000000.0,7587000000.0,,10000000.0,46854000000.0,24683000000.0,,18301000000.0,1294000000.0,2576000000.0,13207000000.0,7017000000.0,820000000.0,4494000000.0,6190000000.0,,,6190000000.0,64532000000.0,41981000000.0,-760000000.0,-760000000.0,42906000000.0,
