Date,Operating Cashflow,Operating Cashflow Ratio,Capital Expenditures,Free Cashflow,Free Cashflow Ratio,Adjusted Operating Cashflow,Adjusted Operating Cashflow Ratio,Adjusted Free Cashflow,Adjusted Free Cashflow Ratio,Net Income,Depreciation,Change To Account Receivables,Change To Operating Activities,Investing Cashflow,Investments,Other Cashflows From Investing Activities,Total Cash From Financing Activities,Repurchase Of Stock,Net Borrowings,Other Cashflows From Financing Activities,Change In Cash,Effect Of Exchange Rate,Change To Liabilities,Change To Net Income
2022-06-25,118224000000.0,0.3050611288582915,-10642000000.0,107582000000.0,0.2776008793885566,110861000000.0,0.2860618978072054,100219000000.0,0.2586016483374705,99633000000.0,11228000000.0,-4248000000.0,-4116000000.0,-20302000000.0,-7758000000.0,-1713000000.0,-104337000000.0,-91338000000.0,1440000000.0,-205000000.0,-6415000000.0,,8202000000.0,7905000000.0
