Date,Total Revenue,Cost Of Revenue,Gross Profit,Gross Margin,Selling General Administrative,Research Development,Other Items,Other Operating Expenses,Total Operating Expenses,Operating Income,Operating Margin,Effect Of Accounting Charges,Extraordinary Items,Total Other Income Expense Net,Ebit,Interest Expense,Income Before Tax,Income Tax Expense,Net Income,Net Margin,Net Income From Continuing Ops,Non Recurring,Net Income Applicable To Common Shares,Minority Interest,Discontinued Operations
2022-06-30,184356000.0,134749000.0,49607000.0,0.2690826444487839,33376000.0,,,-624000.0,176732000.0,7624000.0,0.041354770118683416,,,-6135000.0,7624000.0,-2392000.0,1489000.0,-3618000.0,5107000.0,0.027701837748703596,5107000.0,,5107000.0,,
2021-06-30,144324000.0,104379000.0,39945000.0,0.27677309387212107,25493000.0,,,-117000.0,137083000.0,7241000.0,0.050171835592139905,,,-2419000.0,7241000.0,-2376000.0,4822000.0,1703000.0,3119000.0,0.021611097253402066,3119000.0,,3119000.0,,
2020-06-30,133597000.0,97689000.0,35908000.0,0.2687784905349671,23748000.0,,,-46000.0,128590000.0,5007000.0,0.03747838649071461,,,-9553000.0,5007000.0,-2084000.0,-4546000.0,-319000.0,-4227000.0,-0.03163993203440197,-4227000.0,,-4227000.0,,
2019-06-30,117958000.0,90840000.0,27118000.0,0.2298953864934977,20425000.0,,,-98000.0,116492000.0,1466000.0,0.012428152393224708,,,-3224000.0,1466000.0,-1519000.0,-1758000.0,422000.0,-2180000.0,-0.018481154309160888,-2180000.0,,-2180000.0,,
